geo,year,sm_participation,inflation,unemployment,cci,Facebook,Instagram,YouTube,LinkedIn,ent_share,prof_share,ent_minus_prof,d_sm,stress
LU,2013,56.68,1.5304862996790902,5.833333333333333,98.7997025,74.99249999999999,0.0,4.429166666666666,0.5266666666666667,79.42166666666667,0.5266666666666667,78.895,,-0.07888366834976113
LU,2014,60.49,-0.9320042142799244,6.033333333333334,98.94763,84.53750000000001,0.0,0.87,0.1291666666666666,85.40750000000001,0.1291666666666666,85.27833333333334,3.8100000000000023,-0.45003985683005077
LU,2015,68.28,0.8507853403141308,6.466666666666666,99.88646083333332,83.5475,0.0,0.1308333333333333,0.1191666666666666,83.67833333333333,0.1191666666666666,83.55916666666667,7.789999999999999,-0.5875248646549205
LU,2016,67.05,1.5736534717715855,6.325,101.32870833333334,81.6625,0.0683333333333333,0.22,0.2533333333333333,81.95083333333334,0.2533333333333333,81.6975,-1.230000000000004,-1.2647071862802963
LU,2017,68.08,1.5732311132407029,5.616666666666667,102.50021666666667,74.33416666666666,0.7816666666666667,1.7025,0.4383333333333333,76.81833333333333,0.4383333333333333,76.38,1.0300000000000011,-2.0333943483936787
LU,2018,63.76,1.9026653038761057,5.533333333333334,102.257125,62.1025,1.6708333333333334,4.22,0.7799999999999999,67.99333333333334,0.7799999999999999,67.21333333333334,-4.32,-1.8815545500758384
LU,2019,62.51,1.8054162487462169,5.608333333333333,102.2473,64.79833333333333,2.828333333333333,3.0908333333333338,0.5691666666666667,70.7175,0.5691666666666667,70.14833333333333,-1.25,-1.8726015143290076
LU,2020,59.53,-0.3410382720727467,6.666666666666667,98.92887916666666,66.41416666666667,3.3575,2.4025,0.475,72.17416666666666,0.475,71.69916666666667,-2.979999999999997,-0.2119969850916551
LU,2021,61.95,5.45247148288972,5.416666666666667,101.2486725,59.62166666666667,3.1225,3.395,0.8925000000000001,66.13916666666667,0.8925000000000001,65.24666666666667,2.4200000000000017,-0.8962983055387542
LU,2022,61.78,6.223408091151672,4.591666666666667,95.86195916666668,65.88083333333333,6.711666666666667,2.4025000000000003,0.7058333333333334,74.99499999999999,0.7058333333333334,74.28916666666667,-0.1700000000000017,1.8003955143255592
LU,2023,62.55,3.163611676849954,5.233333333333333,97.59882083333332,62.038333333333334,13.738333333333337,2.27,0.7225,78.04666666666667,0.7225,77.32416666666667,0.769999999999996,0.6284333492520127
LU,2024,67.7,1.6122663858910258,6.316666666666666,99.04625333333333,59.91166666666667,12.5925,2.13,1.1675,74.63416666666667,1.1675,73.46666666666667,5.150000000000006,-0.08302053622783678
LV,2013,54.45,-0.4084133142740365,11.866666666666667,102.27531666666664,45.91833333333333,0.0,8.956666666666667,0.2558333333333333,54.875,0.2558333333333333,54.619166666666665,,-0.7459006147759637
LV,2014,52.74,0.2733921126375493,10.833333333333334,102.98660833333334,58.69416666666667,0.0,1.935,0.1425,60.62916666666666,0.1425,60.48666666666667,-1.7100000000000009,-1.2577059104142345
LV,2015,57.5,0.4021539090723225,9.883333333333333,103.547825,64.32166666666667,0.0,0.2525,0.1241666666666666,64.57416666666667,0.1241666666666666,64.45,4.759999999999998,-1.7493577819032635
LV,2016,57.07,2.118126272912413,9.633333333333333,102.91670833333336,67.9325,0.1666666666666666,1.711666666666667,0.2691666666666666,69.81083333333333,0.2691666666666666,69.54166666666667,-0.4299999999999997,-1.2437268859389041
LV,2017,59.9,2.1539688871160756,8.716666666666667,102.24905833333332,63.31,1.1875,5.3425,0.3374999999999999,69.84,0.3374999999999999,69.50250000000001,2.8299999999999983,-1.10616198382113
LV,2018,61.47,2.5510868150462107,7.408333333333334,102.68343333333333,59.72333333333333,2.910833333333333,8.9525,0.365,71.58666666666666,0.365,71.22166666666666,1.5700000000000003,-1.5780625831291417
LV,2019,64.66,2.132250285569226,6.3,103.07215,60.958333333333336,3.4491666666666667,3.904166666666667,0.4041666666666666,68.31166666666667,0.4041666666666666,67.9075,3.1899999999999977,-2.093136847886016
LV,2020,67.09,-0.490866161302339,8.091666666666667,99.7146675,61.13083333333333,4.253333333333333,2.9658333333333338,0.2966666666666667,68.35,0.2966666666666667,68.05333333333333,2.430000000000007,-0.30873909217363404
